global_schedule_index,segment,scenario_id,realisation,source_key_hex,arm,mean_loss_2000,adaptation_apw_total,construction_apw_total,prediction_time_ns_total,state_snapshot_bytes,provenance_event_bytes,provenance_event_count,total_apw,process_cpu_ns_total,elapsed_ns_total,process_cpu_seconds,elapsed_seconds,prediction_ns_per_prediction,peak_rss_bytes,peak_rss_mib,state_snapshot_mib,provenance_mib
0,R4,LOCAL_TREE-ABRUPT-MILD,0,8f2ae83afa1a570d,CHAMPION-RESEED,0.14300000000000002,65312520.0,15.0,1242660.5,3058410.0,273625273.5,402703.5,65312535.0,12121946500.0,11525086822.5,12.1219465,11.5250868225,621.33025,333912064.0,318.443359375,2.916727066040039,260.9493956565857
0,R4,LOCAL_TREE-ABRUPT-MILD,0,8f2ae83afa1a570d,PERSIST,0.16,65312520.0,0.0,1183597.0,1780657.0,183949137.5,311190.0,65312520.0,10592037000.0,10134515336.5,10.592037,10.1345153365,591.7985,327931904.0,312.740234375,1.698166847229004,175.4275679588318
0,R4,LOCAL_TREE-ABRUPT-MILD,0,8f2ae83afa1a570d,POPULATION-RESEED,0.15400000000000003,65312520.0,1961.0,1202349.5,2892279.0,270730955.5,389266.5,65314481.0,11834876500.0,11312556690.5,11.8348765,11.3125566905,601.17475,340498432.0,324.724609375,2.7582921981811523,258.1891589164734
1,R4,LOCAL_TREE-ABRUPT-MILD,1,cb3b07306b3d2e5e,CHAMPION-RESEED,0.14200000000000002,65312520.0,12.0,1222055.5,2211330.0,227166904.0,338265.5,65312532.0,11324272500.0,10686992380.0,11.3242725,10.68699238,611.02775,376750080.0,359.296875,2.108888626098633,216.64324188232422
1,R4,LOCAL_TREE-ABRUPT-MILD,1,cb3b07306b3d2e5e,PERSIST,0.14200000000000002,65312520.0,0.0,1304996.5,1582599.5,172988350.5,294067.0,65312520.0,10621256500.0,9962073955.0,10.6212565,9.962073955,652.49825,360310784.0,343.619140625,1.509284496307373,164.97454690933228
1,R4,LOCAL_TREE-ABRUPT-MILD,1,cb3b07306b3d2e5e,POPULATION-RESEED,0.13224999999999998,65312520.0,1768.0,6764433.0,2383090.5,224397283.0,325950.0,65314288.0,11172271500.0,10555081828.0,11.1722715,10.555081828,3382.2165,376750080.0,359.296875,2.2726922035217285,214.00192546844482
2,R4,LOCAL_TREE-ABRUPT-MILD,2,3fbfaf24ffcac63f,CHAMPION-RESEED,0.161,65312520.0,14.0,1343929.5,2807128.5,265781828.0,392326.0,65312534.0,12205602000.0,11551138255.5,12.205602,11.5511382555,671.96475,307150848.0,292.921875,2.677086353302002,253.46930313110352
2,R4,LOCAL_TREE-ABRUPT-MILD,2,3fbfaf24ffcac63f,PERSIST,0.1665,65312520.0,0.0,1269654.0,1710767.5,179143833.5,305463.0,65312520.0,10666966000.0,10083043802.5,10.666966,10.0830438025,634.827,294520832.0,280.876953125,1.6315150260925293,170.84487295150757
2,R4,LOCAL_TREE-ABRUPT-MILD,2,3fbfaf24ffcac63f,POPULATION-RESEED,0.1645,65312520.0,1936.0,1187031.5,2151634.5,228189009.5,331211.5,65314456.0,11356766000.0,10731329258.5,11.356766,10.7313292585,593.51575,309876736.0,295.521484375,2.0519585609436035,217.6179976463318
3,R4,LOCAL_TREE-ABRUPT-MILD,3,4a095eb338e9fc87,CHAMPION-RESEED,0.158,65312520.0,13.0,1174594.5,2101103.0,241323487.0,358768.0,65312533.0,11408889000.0,10901176649.5,11.408889,10.9011766495,587.29725,366569472.0,349.587890625,2.003767967224121,230.14401149749756
3,R4,LOCAL_TREE-ABRUPT-MILD,3,4a095eb338e9fc87,PERSIST,0.15925,65312520.0,0.0,1164570.0,1939331.5,192434553.0,324812.5,65312520.0,10797185000.0,10286750086.5,10.797185,10.2867500865,582.285,361680896.0,344.92578125,1.8494906425476074,183.51989078521729
3,R4,LOCAL_TREE-ABRUPT-MILD,3,4a095eb338e9fc87,POPULATION-RESEED,0.16075,65312520.0,1932.0,6051198.5,2183904.5,223169907.0,324081.0,65314452.0,10958086500.0,10470325986.5,10.9580865,10.4703259865,3025.59925,367527936.0,350.501953125,2.082733631134033,212.8314085006714
4,R4,LOCAL_TREE-ABRUPT-MILD,4,c80c51e322fb43ad,CHAMPION-RESEED,0.16175,65312520.0,12.0,1160751.0,1885964.0,221022583.5,329839.5,65312532.0,11102556000.0,10566983686.5,11.102556,10.5669836865,580.3755,306214912.0,292.029296875,1.7985954284667969,210.7835612297058
4,R4,LOCAL_TREE-ABRUPT-MILD,4,c80c51e322fb43ad,PERSIST,0.161,65312520.0,0.0,7198290.0,1764214.0,175258224.0,298145.0,65312520.0,10648385500.0,10051075251.0,10.6483855,10.051075251,3599.145,283643904.0,270.50390625,1.682485580444336,167.13926696777344
4,R4,LOCAL_TREE-ABRUPT-MILD,4,c80c51e322fb43ad,POPULATION-RESEED,0.15875,65312520.0,1783.0,1208793.0,1957610.0,204931136.5,299740.5,65314303.0,10646897000.0,10181164793.0,10.646897,10.181164793,604.3965,315115520.0,300.517578125,1.866922378540039,195.4375615119934
5,R4,LOCAL_TREE-ABRUPT-MILD,5,8f6c8c9e68efedf0,CHAMPION-RESEED,0.1615,65312520.0,16.0,1323340.0,2174236.5,240523075.5,355218.5,65312536.0,11683597000.0,11077289046.5,11.683597,11.0772890465,661.67,314705920.0,300.126953125,2.0735135078430176,229.38067960739136
5,R4,LOCAL_TREE-ABRUPT-MILD,5,8f6c8c9e68efedf0,PERSIST,0.159,65312519.5,0.0,1243127.0,1778445.0,189700244.5,320226.0,65312519.5,10993402500.0,10363371191.0,10.9934025,10.363371191,621.5635,303464448.0,289.40625,1.6960573196411133,180.912250995636
5,R4,LOCAL_TREE-ABRUPT-MILD,5,8f6c8c9e68efedf0,POPULATION-RESEED,0.16075,65312520.0,2090.0,1191636.0,2147798.5,229766920.0,332542.0,65314610.0,11212012500.0,10644235442.5,11.2120125,10.6442354425,595.818,315316224.0,300.708984375,2.048300266265869,219.12281036376953
6,R4,LOCAL_TREE-ABRUPT-MILD,6,710575c1949242da,CHAMPION-RESEED,0.17275000000000001,65312520.0,11.0,1249609.5,1899610.0,214933172.0,322809.5,65312531.0,11079037500.0,10471723835.5,11.0790375,10.4717238355,624.80475,277254144.0,264.41015625,1.8116092681884766,204.97624588012695
6,R4,LOCAL_TREE-ABRUPT-MILD,6,710575c1949242da,PERSIST,0.178,65312520.0,0.0,1289540.0,1783948.5,172198747.5,293535.5,65312520.0,10610405000.0,9945401581.5,10.610405,9.9454015815,644.77,260481024.0,248.4140625,1.701305866241455,164.22152280807495
6,R4,LOCAL_TREE-ABRUPT-MILD,6,710575c1949242da,POPULATION-RESEED,0.17099999999999999,65312520.0,1617.0,1162130.0,2161633.5,198123618.5,290844.0,65314137.0,10649761000.0,10050708721.5,10.649761,10.0507087215,581.065,286627840.0,273.349609375,2.0614943504333496,188.94540643692017
7,R4,LOCAL_TREE-ABRUPT-MILD,7,1531ad51d956ace2,CHAMPION-RESEED,0.15675,65312520.0,13.0,1192384.5,1940662.5,223312000.5,333505.5,65312533.0,11733202000.0,11046734507.5,11.733202,11.0467345075,596.19225,297924608.0,284.123046875,1.8507599830627441,212.96691942214966
7,R4,LOCAL_TREE-ABRUPT-MILD,7,1531ad51d956ace2,PERSIST,0.14475,65312520.0,0.0,1342267.5,2146072.0,190744737.0,320975.0,65312520.0,11435989000.0,10661427953.0,11.435989,10.661427953,671.13375,280719360.0,267.71484375,2.0466537475585938,181.90835666656494
7,R4,LOCAL_TREE-ABRUPT-MILD,7,1531ad51d956ace2,POPULATION-RESEED,0.15575,65312520.0,1782.0,1265357.5,2675480.5,238317679.5,345130.5,65314302.0,12456140500.0,11721317022.5,12.4561405,11.7213170225,632.67875,320108544.0,305.279296875,2.551537036895752,227.27745008468628
8,R4,LOCAL_TREE-ABRUPT-MILD,8,be4e11ae2f5392a7,CHAMPION-RESEED,0.161,65312520.0,13.0,1272394.0,1933076.5,235328704.5,349750.5,65312533.0,11375188500.0,10795345200.5,11.3751885,10.7953452005,636.197,299450368.0,285.578125,1.8435254096984863,224.4269413948059
8,R4,LOCAL_TREE-ABRUPT-MILD,8,be4e11ae2f5392a7,PERSIST,0.1595,65312520.0,0.0,1268376.5,1983273.5,195426964.5,330035.5,65312520.0,11003283500.0,10409721376.5,11.0032835,10.4097213765,634.18825,289540096.0,276.126953125,1.8913969993591309,186.373676776886
8,R4,LOCAL_TREE-ABRUPT-MILD,8,be4e11ae2f5392a7,POPULATION-RESEED,0.156,65312520.0,1912.0,1228031.5,2267347.0,223265416.0,323827.5,65314432.0,11020487000.0,10442926669.0,11.020487,10.442926669,614.01575,299450368.0,285.578125,2.1623106002807617,212.92249298095703
9,R4,LOCAL_TREE-ABRUPT-MILD,9,383e433a91be0ac9,CHAMPION-RESEED,0.15375,65312520.0,13.0,1183855.5,2063472.5,234930344.0,349645.5,65312533.0,11236851000.0,10740815526.5,11.236851,10.7408155265,591.92775,363382784.0,346.548828125,1.9678807258605957,224.04703521728516
9,R4,LOCAL_TREE-ABRUPT-MILD,9,383e433a91be0ac9,PERSIST,0.153,65312520.0,0.0,1266916.5,1978666.0,198563453.5,334107.0,65312520.0,10927057000.0,10399352534.0,10.927057,10.399352534,633.45825,357464064.0,340.904296875,1.887002944946289,189.3648657798767
9,R4,LOCAL_TREE-ABRUPT-MILD,9,383e433a91be0ac9,POPULATION-RESEED,0.14975,65312520.0,1910.0,1182313.0,2021663.0,231671832.0,335840.5,65314430.0,11105954500.0,10591393019.5,11.1059545,10.5913930195,591.1565,363382784.0,346.548828125,1.9280080795288086,220.9394760131836
10,R4,LOCAL_TREE-ABRUPT-MILD,10,d188b7b49d9a3543,CHAMPION-RESEED,0.16425,65312520.0,12.0,1230187.0,2113048.0,229922219.5,339432.0,65312532.0,11204378500.0,10579476987.5,11.2043785,10.5794769875,615.0935,306081792.0,291.90234375,2.0151596069335938,219.27091550827026
10,R4,LOCAL_TREE-ABRUPT-MILD,10,d188b7b49d9a3543,PERSIST,0.15975,65312520.0,0.0,1304719.5,2130163.0,177538445.0,297847.5,65312520.0,10535481500.0,10004963019.5,10.5354815,10.0049630195,652.35975,301780992.0,287.80078125,2.0314817428588867,169.3138551712036
10,R4,LOCAL_TREE-ABRUPT-MILD,10,d188b7b49d9a3543,POPULATION-RESEED,0.16625,65312520.0,1772.0,1237297.5,1941908.5,205250149.5,296252.0,65314292.0,10461218000.0,9951519055.0,10.461218,9.951519055,618.64875,329412608.0,314.15234375,1.8519482612609863,195.74179601669312
11,R4,LOCAL_TREE-ABRUPT-MILD,11,a064395a75d0d984,CHAMPION-RESEED,0.16449999999999998,65312520.0,16.0,1221943.5,1853431.5,223979146.5,331160.5,65312536.0,11102971000.0,10552767754.5,11.102971,10.5527677545,610.97175,313038848.0,298.537109375,1.7675700187683105,213.60315942764282
11,R4,LOCAL_TREE-ABRUPT-MILD,11,a064395a75d0d984,PERSIST,0.17625000000000002,65312520.0,0.0,1307143.5,1812005.5,187979759.0,312697.5,65312520.0,10870590000.0,10249072386.0,10.87059,10.249072386,653.57175,307587072.0,293.337890625,1.7280631065368652,179.27146816253662
11,R4,LOCAL_TREE-ABRUPT-MILD,11,a064395a75d0d984,POPULATION-RESEED,0.17225000000000001,65312520.0,1640.0,1175968.0,2647815.0,221757739.5,319477.0,65314160.0,10859027500.0,10375674836.0,10.8590275,10.375674836,587.984,333944832.0,318.474609375,2.525153160095215,211.48466062545776
12,R4,LOCAL_TREE-ABRUPT-MILD,12,6fc62b2bbdc6ae5f,CHAMPION-RESEED,0.16425,65312520.0,13.0,1159394.5,2585996.0,253352184.0,371508.0,65312533.0,11931695500.0,11261121453.0,11.9316955,11.261121453,579.69725,343678976.0,327.7578125,2.466197967529297,241.61547088623047
12,R4,LOCAL_TREE-ABRUPT-MILD,12,6fc62b2bbdc6ae5f,PERSIST,0.16825,65312520.0,0.0,1214726.0,2555769.5,226016768.5,371560.5,65312520.0,11933583000.0,11133512685.5,11.933583,11.1335126855,607.363,324892672.0,309.841796875,2.4373717308044434,215.54638719558716
12,R4,LOCAL_TREE-ABRUPT-MILD,12,6fc62b2bbdc6ae5f,POPULATION-RESEED,0.17375000000000002,65312520.0,2169.0,6542562.0,2258244.5,245103521.0,350524.0,65314689.0,11757382500.0,10991810551.5,11.7573825,10.9918105515,3271.281,352933888.0,336.583984375,2.153629779815674,233.74893283843994
13,R4,LOCAL_TREE-ABRUPT-MILD,13,4b273a87ee2538d4,CHAMPION-RESEED,0.16,65312520.0,14.0,1282356.0,2104428.5,230880753.0,340017.5,65312534.0,11059552500.0,10549956600.5,11.0595525,10.5499566005,641.178,332965888.0,317.541015625,2.00693941116333,220.18504428863525
13,R4,LOCAL_TREE-ABRUPT-MILD,13,4b273a87ee2538d4,PERSIST,0.1565,65312520.0,0.0,6081101.5,1671139.5,185869872.0,310508.5,65312520.0,10606919500.0,10059502456.5,10.6069195,10.0595024565,3040.55075,316788736.0,302.11328125,1.5937228202819824,177.2593231201172
13,R4,LOCAL_TREE-ABRUPT-MILD,13,4b273a87ee2538d4,POPULATION-RESEED,0.16325,65312520.0,2022.0,1213249.5,2320304.5,233743203.5,336148.0,65314542.0,10928932500.0,10494889223.0,10.9289325,10.494889223,606.62475,344985600.0,329.00390625,2.2128148078918457,222.91488981246948
14,R4,LOCAL_TREE-ABRUPT-MILD,14,ba196882233aed67,CHAMPION-RESEED,0.162,65312520.0,13.0,1277876.0,2066541.0,240713522.5,353998.5,65312533.0,11482730500.0,10904960030.5,11.4827305,10.9049600305,638.938,323989504.0,308.98046875,1.9708070755004883,229.56230401992798
14,R4,LOCAL_TREE-ABRUPT-MILD,14,ba196882233aed67,PERSIST,0.156,65312520.0,0.0,1326710.5,2771600.0,217910027.0,357903.5,65312520.0,11631077500.0,10942194160.0,11.6310775,10.94219416,663.35525,302354432.0,288.34765625,2.6432037353515625,207.81519603729248
14,R4,LOCAL_TREE-ABRUPT-MILD,14,ba196882233aed67,POPULATION-RESEED,0.16625,65312520.0,1915.0,7108905.5,2162698.0,221645126.0,319034.0,65314435.0,11140399500.0,10542090606.5,11.1403995,10.5420906065,3554.45275,341512192.0,325.69140625,2.062509536743164,211.37726402282715
15,R4,LOCAL_TREE-ABRUPT-MILD,15,1dfb56693f613b14,CHAMPION-RESEED,0.14725,65312520.0,17.0,1308558.5,2085194.5,248453513.0,364587.5,65312537.0,11639214500.0,11115472901.0,11.6392145,11.115472901,654.27925,302206976.0,288.20703125,1.9885964393615723,236.94373416900635
15,R4,LOCAL_TREE-ABRUPT-MILD,15,1dfb56693f613b14,PERSIST,0.14875,65312520.0,0.0,1234756.5,1765988.5,183665791.5,308227.5,65312520.0,10632433500.0,10154154635.5,10.6324335,10.1541546355,617.37825,294397952.0,280.759765625,1.6841778755187988,175.15734815597534
15,R4,LOCAL_TREE-ABRUPT-MILD,15,1dfb56693f613b14,POPULATION-RESEED,0.14200000000000002,65312520.0,1947.0,1238366.0,2593326.5,247632019.5,354406.0,65314467.0,11370595000.0,10836240809.0,11.370595,10.836240809,619.183,303575040.0,289.51171875,2.473188877105713,236.16029691696167
16,R4,LOCAL_TREE-ABRUPT-MILD,16,1b674c12bdc05937,CHAMPION-RESEED,0.14725,65312520.0,12.0,1248500.0,2182605.5,225416481.5,333207.0,65312532.0,11094032500.0,10565113662.0,11.0940325,10.565113662,624.25,353392640.0,337.021484375,2.0814948081970215,214.9739089012146
16,R4,LOCAL_TREE-ABRUPT-MILD,16,1b674c12bdc05937,PERSIST,0.15075,65312520.0,0.0,1290179.0,1620796.0,172036343.5,288530.5,65312520.0,10341639000.0,9804858013.0,10.341639,9.804858013,645.0895,344770560.0,328.798828125,1.5457115173339844,164.0666422843933
16,R4,LOCAL_TREE-ABRUPT-MILD,16,1b674c12bdc05937,POPULATION-RESEED,0.15175,65312520.0,1811.0,1167436.0,2107382.5,210214281.0,304021.5,65314331.0,10638879500.0,10099181038.0,10.6388795,10.099181038,583.718,355416064.0,338.951171875,2.009756565093994,200.47596073150635
17,R4,LOCAL_TREE-ABRUPT-MILD,17,22d82e5a62212329,CHAMPION-RESEED,0.15999999999999998,65312520.0,14.0,1221153.0,2347129.0,266348446.0,388827.0,65312534.0,11738854500.0,11237848920.5,11.7388545,11.2378489205,610.5765,305491968.0,291.33984375,2.238396644592285,254.009672164917
17,R4,LOCAL_TREE-ABRUPT-MILD,17,22d82e5a62212329,PERSIST,0.153,65312520.0,0.0,1231661.0,2097286.5,191627994.0,319037.0,65312520.0,10719407500.0,10198287421.5,10.7194075,10.1982874215,615.8305,292648960.0,279.091796875,2.0001282691955566,182.75069618225098
17,R4,LOCAL_TREE-ABRUPT-MILD,17,22d82e5a62212329,POPULATION-RESEED,0.16025,65312520.0,2034.0,1201417.5,2251952.0,258792039.5,368950.0,65314554.0,11665348500.0,11085487763.0,11.6653485,11.085487763,600.70875,309999616.0,295.638671875,2.1476287841796875,246.80332136154175
18,R4,LOCAL_TREE-ABRUPT-MILD,18,59a6bbb7bc0944d2,CHAMPION-RESEED,0.14725,65312520.0,12.0,1294197.0,1791212.0,215541791.5,319322.0,65312532.0,10850320500.0,10312104902.0,10.8503205,10.312104902,647.0985,313061376.0,298.55859375,1.7082328796386719,205.55667066574097
18,R4,LOCAL_TREE-ABRUPT-MILD,18,59a6bbb7bc0944d2,PERSIST,0.14950000000000002,65312520.0,0.0,1370630.5,1746870.5,181011415.0,302514.5,65312520.0,10543684500.0,9997307355.0,10.5436845,9.997307355,685.31525,301246464.0,287.291015625,1.6659455299377441,172.62593746185303
18,R4,LOCAL_TREE-ABRUPT-MILD,18,59a6bbb7bc0944d2,POPULATION-RESEED,0.14725,65312520.0,1760.0,1235236.0,2088193.5,220414964.5,316573.5,65314280.0,10917258000.0,10385284866.0,10.917258,10.385284866,617.618,327217152.0,312.05859375,1.9914565086364746,210.20409059524536
19,R4,LOCAL_TREE-ABRUPT-MILD,19,9df7c5fefa1870fb,CHAMPION-RESEED,0.15825,65312520.0,13.0,5378327.5,2360920.0,243892692.5,358012.5,65312533.0,11345074000.0,10775063556.5,11.345074,10.7750635565,2689.16375,368183296.0,351.126953125,2.2515487670898438,232.59419679641724
19,R4,LOCAL_TREE-ABRUPT-MILD,19,9df7c5fefa1870fb,PERSIST,0.16599999999999998,65312520.0,0.0,1240853.0,2537715.0,203161531.0,336022.5,65312520.0,11063135500.0,10440704893.5,11.0631355,10.4407048935,620.4265,360859648.0,344.142578125,2.4201536178588867,193.74993419647217
19,R4,LOCAL_TREE-ABRUPT-MILD,19,9df7c5fefa1870fb,POPULATION-RESEED,0.15825,65312520.0,2036.0,1263699.0,2565803.0,246939077.0,352303.0,65314556.0,11402349500.0,10798019909.0,11.4023495,10.798019909,631.8495,390746112.0,372.64453125,2.4469404220581055,235.49945545196533
20,R4,LOCAL_TREE-ABRUPT-MILD,20,a0b171d6068ce7b1,CHAMPION-RESEED,0.152,65312520.0,19.0,1244715.0,1894900.0,232231208.0,342271.5,65312539.0,11222070500.0,10607111537.5,11.2220705,10.6071115375,622.3575,300257280.0,286.34765625,1.8071174621582031,221.47293853759766
20,R4,LOCAL_TREE-ABRUPT-MILD,20,a0b171d6068ce7b1,PERSIST,0.15025,65312520.0,0.0,1233717.5,1993334.5,197681817.0,329823.0,65312520.0,10974926000.0,10356729427.0,10.974926,10.356729427,616.85875,292739072.0,279.177734375,1.9009919166564941,188.5240716934204
20,R4,LOCAL_TREE-ABRUPT-MILD,20,a0b171d6068ce7b1,POPULATION-RESEED,0.1515,65312520.0,1949.0,1128764.5,2187884.5,218197331.5,314637.0,65314469.0,10679614000.0,10189184872.0,10.679614,10.189184872,564.38225,308164608.0,293.888671875,2.08652925491333,208.08919095993042
21,R4,LOCAL_TREE-ABRUPT-MILD,21,60ba6792481e3d94,CHAMPION-RESEED,0.15000000000000002,65312520.0,13.0,1146276.0,1845684.0,230489878.0,340099.5,65312533.0,11629557500.0,11001343784.5,11.6295575,11.0013437845,573.138,334354432.0,318.865234375,1.7601814270019531,219.81227684020996
21,R4,LOCAL_TREE-ABRUPT-MILD,21,60ba6792481e3d94,PERSIST,0.14550000000000002,65312520.0,0.0,1236185.0,2259535.0,204791795.5,338386.5,65312520.0,11526375500.0,10859695826.0,11.5263755,10.859695826,618.0925,327114752.0,311.9609375,2.154860496520996,195.30467557907104
21,R4,LOCAL_TREE-ABRUPT-MILD,21,60ba6792481e3d94,POPULATION-RESEED,0.15275,65312520.0,1931.0,1162371.0,2597538.5,235566955.0,337807.5,65314451.0,11355276000.0,10778917661.0,11.355276,10.778917661,581.1855,340875264.0,325.083984375,2.477205753326416,224.65415477752686
22,R4,LOCAL_TREE-ABRUPT-MILD,22,9a798b3ce06ea41d,CHAMPION-RESEED,0.16149999999999998,65312520.0,17.0,6134546.0,2032654.5,239368727.5,351257.0,65312537.0,11251176500.0,10760273023.0,11.2511765,10.760273023,3067.273,357693440.0,341.123046875,1.938490390777588,228.27980756759644
22,R4,LOCAL_TREE-ABRUPT-MILD,22,9a798b3ce06ea41d,PERSIST,0.1605,65312520.0,0.0,1288083.0,1665090.0,175083961.5,295033.0,65312520.0,10378120000.0,9895372624.0,10.37812,9.895372624,644.0415,345550848.0,329.54296875,1.5879535675048828,166.9730772972107
22,R4,LOCAL_TREE-ABRUPT-MILD,22,9a798b3ce06ea41d,POPULATION-RESEED,0.16049999999999998,65312520.0,1823.0,1201946.0,1832455.5,203474412.0,294452.5,65314343.0,10374859000.0,9937981583.0,10.374859,9.937981583,600.973,358899712.0,342.2734375,1.747565746307373,194.04832077026367
23,R4,LOCAL_TREE-ABRUPT-MILD,23,f13feb1613076d84,CHAMPION-RESEED,0.165,65312520.0,13.0,1303754.5,2785948.0,254107456.5,372159.0,65312533.0,11644543000.0,11037465159.0,11.644543,11.037465159,651.87725,355887104.0,339.400390625,2.6568870544433594,242.3357548713684
23,R4,LOCAL_TREE-ABRUPT-MILD,23,f13feb1613076d84,PERSIST,0.17049999999999998,65312520.0,0.0,1375107.5,2235733.0,204331796.5,340170.0,65312520.0,11261589000.0,10634576594.0,11.261589,10.634576594,687.55375,345638912.0,329.626953125,2.1321611404418945,194.8659863471985
23,R4,LOCAL_TREE-ABRUPT-MILD,23,f13feb1613076d84,POPULATION-RESEED,0.17225,65312520.0,1892.0,1279924.5,2864947.5,244030965.0,349017.0,65314412.0,11365464500.0,10754469648.0,11.3654645,10.754469648,639.96225,362371072.0,345.583984375,2.732226848602295,232.72606372833252
24,R4,LOCAL_TREE-ABRUPT-MILD,24,51dc37f955a5bb25,CHAMPION-RESEED,0.151,65312520.0,12.0,1224144.0,2018213.0,207297789.5,309724.5,65312532.0,10833106000.0,10320912537.5,10.833106,10.3209125375,612.072,300048384.0,286.1484375,1.924717903137207,197.6945776939392
24,R4,LOCAL_TREE-ABRUPT-MILD,24,51dc37f955a5bb25,PERSIST,0.15325,65312520.0,0.0,1276672.5,1334392.0,147608768.0,251686.5,65312520.0,9968494500.0,9433139094.0,9.9684945,9.433139094,638.33625,287703040.0,274.375,1.2725753784179688,140.77069091796875
24,R4,LOCAL_TREE-ABRUPT-MILD,24,51dc37f955a5bb25,POPULATION-RESEED,0.14400000000000002,65312520.0,1467.0,6951454.5,1821448.5,192432551.0,279991.5,65313987.0,10433484500.0,9898740675.5,10.4334845,9.8987406755,3475.72725,321157120.0,306.279296875,1.7370686531066895,183.51798152923584
25,R4,LOCAL_TREE-ABRUPT-MILD,25,a62718ee4daf6c9e,CHAMPION-RESEED,0.1535,65312520.0,12.0,1299873.0,1696347.0,212422372.0,314566.0,65312532.0,10772455000.0,10357467879.5,10.772455,10.3574678795,649.9365,301811712.0,287.830078125,1.617762565612793,202.58176040649414
25,R4,LOCAL_TREE-ABRUPT-MILD,25,a62718ee4daf6c9e,PERSIST,0.15725,65312520.0,0.0,1257707.5,1607165.0,169350281.0,286464.5,65312520.0,10359921500.0,9870211452.0,10.3599215,9.870211452,628.85375,292841472.0,279.275390625,1.5327119827270508,161.50501346588135
25,R4,LOCAL_TREE-ABRUPT-MILD,25,a62718ee4daf6c9e,POPULATION-RESEED,0.15375,65312520.0,1759.0,1256235.0,1826039.5,204410875.5,296024.0,65314279.0,10547983000.0,10099345951.0,10.547983,10.099345951,628.1175,308682752.0,294.3828125,1.7414469718933105,194.94140195846558
26,R4,LOCAL_TREE-ABRUPT-MILD,26,91636300f6cfeae8,CHAMPION-RESEED,0.1555,65312520.0,14.0,1274577.5,2278682.0,248235436.5,364163.0,65312534.0,11655664000.0,11066856375.0,11.655664,11.066856375,637.28875,314480640.0,299.912109375,2.1731204986572266,236.73576021194458
26,R4,LOCAL_TREE-ABRUPT-MILD,26,91636300f6cfeae8,PERSIST,0.15475,65312520.0,0.0,7377202.0,2162733.0,219324890.5,363469.0,65312520.0,11675663500.0,10990946119.0,11.6756635,10.990946119,3688.601,297596928.0,283.810546875,2.0625429153442383,209.16451501846313
26,R4,LOCAL_TREE-ABRUPT-MILD,26,91636300f6cfeae8,POPULATION-RESEED,0.15175,65312520.0,2178.0,1249858.0,2543631.0,248347618.5,354021.5,65314698.0,11526130500.0,10950347074.5,11.5261305,10.9503470745,624.929,318257152.0,303.513671875,2.425795555114746,236.84274530410767
27,R4,LOCAL_TREE-ABRUPT-MILD,27,7eaa14426448eded,CHAMPION-RESEED,0.15875,65312520.0,15.0,1193502.5,2126433.0,243019732.0,357485.0,65312535.0,11524719000.0,10923027019.5,11.524719,10.9230270195,596.75125,305860608.0,291.69140625,2.0279245376586914,231.76167678833008
27,R4,LOCAL_TREE-ABRUPT-MILD,27,7eaa14426448eded,PERSIST,0.156,65312520.0,0.0,1226671.0,1817173.0,184025181.5,306759.5,65312520.0,10947643500.0,10321881623.0,10.9476435,10.321881623,613.3355,286279680.0,273.017578125,1.7329912185668945,175.50008916854858
27,R4,LOCAL_TREE-ABRUPT-MILD,27,7eaa14426448eded,POPULATION-RESEED,0.1585,65312520.0,1798.0,1193839.5,2057955.5,220263050.5,317911.5,65314318.0,10896904000.0,10324659241.5,10.896904,10.3246592415,596.91975,315447296.0,300.833984375,1.9626193046569824,210.05921411514282
28,R4,LOCAL_TREE-ABRUPT-MILD,28,a72310b57b4642d8,CHAMPION-RESEED,0.16075,65312520.0,15.0,1447085.5,2103624.5,251030466.5,368454.5,65312535.0,11907161000.0,11346200841.5,11.907161,11.3462008415,723.54275,369690624.0,352.564453125,2.0061726570129395,239.40130853652954
28,R4,LOCAL_TREE-ABRUPT-MILD,28,a72310b57b4642d8,PERSIST,0.16875,65312520.0,0.0,1450342.5,2127160.0,220082913.5,363536.0,65312520.0,11878652000.0,11167656955.0,11.878652,11.167656955,725.17125,356278272.0,339.7734375,2.0286178588867188,209.88742208480835
28,R4,LOCAL_TREE-ABRUPT-MILD,28,a72310b57b4642d8,POPULATION-RESEED,0.17049999999999998,65312520.0,1941.0,1359455.5,2142609.0,225129259.0,323688.5,65314461.0,11192407500.0,10669181278.0,11.1924075,10.669181278,679.72775,378634240.0,361.09375,2.043351173400879,214.6999921798706
29,R4,LOCAL_TREE-ABRUPT-MILD,29,5e8a158b01099ab0,CHAMPION-RESEED,0.15325,65312520.0,13.0,1303545.0,2087029.0,219007368.0,324160.0,65312533.0,11039532000.0,10495172026.0,11.039532,10.495172026,651.7725,369874944.0,352.740234375,1.9903459548950195,208.86170196533203
29,R4,LOCAL_TREE-ABRUPT-MILD,29,5e8a158b01099ab0,PERSIST,0.16599999999999998,65312520.0,0.0,1287320.0,1829752.5,187737023.0,313272.5,65312520.0,10824503000.0,10223371727.0,10.824503,10.223371727,643.66,360962048.0,344.240234375,1.744987964630127,179.03997707366943
