frontier	cheaper_method	more_expensive_method	loss_improvement	loss_improvement_ci95_lo	loss_improvement_ci95_hi	cpu_premium_seconds	cpu_premium_ci95_lo	cpu_premium_ci95_hi	break_even_status	cpu_seconds_per_one_percentage_point	cpu_seconds_per_avoided_error	scalarisation_lambda_loss_per_cpu_second
RAW_CPU_PARETO	FROZEN_CART	HAT	0.09636666666666667	0.09522604166666666	0.09750446428571427	0.3835952948035714	0.3602713107678572	0.4070636011428571	STABLE	0.03980580713976874	0.0001658575297490364	0.2512196264451403
RAW_CPU_PARETO	HAT	ARF	0.0005837797619047626	-0.0003141369047619056	0.0014683035714285718	27.11017380925	26.42634961586786	27.78525502101786	UNSTABLE_ACCURACY_INCREMENT			
RAW_CPU_PARETO	ARF	SRP	0.005052232142857141	0.003783779761904762	0.006300297619047621	47.71659398636428	46.41667217426072	49.01134927716786	STABLE	94.44655874300258	0.39352732809584406	0.00010587998263876275
SUPPORTED_CPU_FRONTIER	FROZEN_CART	HAT	0.09636666666666667	0.09523288690476191	0.09751547619047618	0.3835952948035714	0.3608715893607143	0.40677061696071437	STABLE	0.03980580713976874	0.0001658575297490364	0.2512196264451403
SUPPORTED_CPU_FRONTIER	HAT	SRP	0.005636011904761905	0.004397767857142857	0.00691175595238095	74.82676779561429	72.90365785287857	76.68960717430716	STABLE	132.76545376419918	0.5531893906841633	7.532079856978989e-05
